text,sentiment
flt 3867 crew #OrangeCounty to #Denver is The #BEST! Weather delay but pilots just invited the kids to see the cockpit! #luv,airlinetweets/positive
your attendants at the ATL airport are awesome! Very helpful with all the Cancelled Flightlations this morning.,airlinetweets/positive
hello #SouthwestAir I'm happy to be flying with you this morning DAL-MDW #4053 looking forward to a comfortable fight,airlinetweets/positive
.what a great first night. #DestinationDragons http://t.co/N3LrFo4UaY,airlinetweets/positive
thanks guys! Sweet route over the Rockies #airplanemodewason,airlinetweets/positive
that's a great FA right there.,airlinetweets/positive
Never felt better taken care of! Indian aunties are the gold standard. Thanks Aruna! http://t.co/aypyaDUY6a,airlinetweets/positive
flight 3970,airlinetweets/positive
Thanks for your great customer service today &amp; for helping me get all my travel sorted out!,airlinetweets/positive
ok thank you for the quick response JetBlue still the best comp,airlinetweets/positive
Wasn't frustrating! Well,airlinetweets/positive
you're good. Thank you!,airlinetweets/positive
Thank u Thank u Thank u for coming through for us! I sincerely didn't think it would happen. &lt;3 #SWA #THANKYOU,airlinetweets/positive
thanks. I chatted with a nice fella about it and he gave me the lowdown.,airlinetweets/positive
is the best. Case and point. https://t.co/ucVnilMb4x #HappyBirthday,airlinetweets/positive
sounds like fun !,airlinetweets/positive
hahaha 😂 YOU GUYS ARE AMAZING. I LOVE YOU GUYS!!!💗,airlinetweets/positive
Very nicely done. 👏,airlinetweets/positive
Thank you Alicia! #ExceptionalService,airlinetweets/positive
thanks so much!,airlinetweets/positive
luv SWA myself and my employees use you always!!,airlinetweets/positive
DM sent. Thanks for the help!,airlinetweets/positive
You have the best flight attendant ever!!! http://t.co/PxdEL1nq3l,airlinetweets/positive
thanks so much for your condolences and quick response. It is very much appreciated,airlinetweets/positive
your team member at DCA- Tamara R. is her name was awesome. You should have more employees like her!,airlinetweets/positive
That's an awesome library.,airlinetweets/positive
wish I can afford to fly with you next Friday going back home.. love everything about your airline,airlinetweets/positive
Thank U 😘 “: But of course! Safety is always 1st! We'll make sure to handle her with CARE and LOVE! :)”,airlinetweets/positive
thank you! I'm excited to fly with you for the first time.,airlinetweets/positive
Left my computer on the plane. Two weeks Late Flightr they found it and sent it to me. #greatservice. #happy #customer,airlinetweets/positive
1632 was phenomenal frm gate (SEA) to gate (IAD),airlinetweets/positive
thanks for update http://t.co/K7uBOTMr1r,airlinetweets/positive
Sent your way,airlinetweets/positive
Ill check it out,airlinetweets/positive
thank you for taking care of my mom and reFlight Booking Problems her flight in phl.,airlinetweets/positive
Awesome! Thank you! ;),airlinetweets/positive
I just wanna say you're incredible for sending people to see their idols. Sooooo kind and amazing💖 #DestinationDragons,airlinetweets/positive
#kudos! And we're done and heading to warmer weather!,airlinetweets/positive
thanks so much for help Us,airlinetweets/positive
cldnt be happier w the many plastic wing pins given to me on flight 494. I love them! Amazing staff! So nice http://t.co/CbV7f3KBKx,airlinetweets/positive
I love you guys!!!,airlinetweets/positive
big thank you to your ticketing agent Ute V at Dulles-Washington for OUTSTANDING guest service to get me rebooked,airlinetweets/positive
good to hear. Thx for being responsive.,airlinetweets/positive
Rhonda C. at Atlanta airport redeemed you guys. She got us straightened out.,airlinetweets/positive
Thanks so much for the awesome support,airlinetweets/positive
the upgrade to first class was a nice way to fix your earlier mistake. Thank you!,airlinetweets/positive
this flight has been amazing. This is the best flight I have ever been on I am not kidding. Service is INCREDIBLE!,airlinetweets/positive
great flight http://t.co/E0R0NTO4TR,airlinetweets/positive
So appreciated!,airlinetweets/positive
I JUST ASKED MY BOYFRIEND TO PROM OVER THE LOUDSPEAKER ON FLIGHT 494 HE SAID YES!!!! BEST DAY EVER!!! THANK U SO MUCH!!!!!!,airlinetweets/positive
my goodness your people field are amazing under pressure ❤️from Texas #beatstheothers in crisis Please fly me to NY,airlinetweets/positive
Keep up the great work :),airlinetweets/positive
I made it! Heading to Denver,airlinetweets/positive
thank you for compensating us for our 4 lost bags. We will fly with you again! #UnitedAirlines,airlinetweets/positive
thank you! You have always been so good to me. I will follow up.,airlinetweets/positive
cool picture of another VirginAmerica plane off our wing. What a site! http://t.co/5B2agFd8c4,airlinetweets/positive
done! Thank you for the quick response,airlinetweets/positive
I love your guy's song! We're dancing to it for our high school dance revue,airlinetweets/positive
i hope i get the opportunity to join the team with this job opening!,airlinetweets/positive
Thank you!!! This whole crew has rocked through bad weather and diversion. Pilot keeping us well informed. #customerservice,airlinetweets/positive
replacing with beer! Bravo!👏👏 Cheers! 🍻🍻,airlinetweets/positive
Counting on your flight 989 to get to DC!,airlinetweets/positive
Kurt and the crew on UA1745 were amazing today. They made my son's birthday with their kindness. Hope to fly with them again soon!,airlinetweets/positive
Exciting times ahead! 😁🎉,airlinetweets/positive
Great #BlackHistoryMonth commercial! Thx! #ATL #singer #musician #life #BlackLivesMatter,airlinetweets/positive
Thanks for the instant reply,airlinetweets/positive
ok!!! That's super helpful. Thank you. I'll reach out if I have any other questions.,airlinetweets/positive
Gate attendant at McCarran C16 (Vegas to Dallas) went above and beyond. After a long day of frustration it was welcome.,airlinetweets/positive
After an hour+ wait,airlinetweets/positive
thanks for your prompt response. I know you put safety first. Unfortunately will hit freezing rain/sleet on ride home.,airlinetweets/positive
thanks ... not sure arranged move to the earlier flight but I'm at the gate with a seat assignment. Super nice agent at gate C4 ORD,airlinetweets/positive
that's great! pls let me know when u start!,airlinetweets/positive
an already pleasant flight from London to Charlotte (US733) was made fantastic by an amazing attendant. Thank you so much Robert!,airlinetweets/positive
Thank you for your help today. I have been a loyal US airways customer and i appreciate your responding to my tweets.,airlinetweets/positive
tonight you made this Fred Flintstone happy with an upgrade to 1st class. http://t.co/gKgKZLAwpR,airlinetweets/positive
Thanks for sending my kid to the #DestinationDragons concert Vegas So awesome! http://t.co/G9b6e0a2sZ,airlinetweets/positive
is the best! Can't wait to use my travel bank $ for a FUN trip.,airlinetweets/positive
your employee Charles cave at the gate at MSY went above and beyond to help try to help me find my glasses. Thought u should know,airlinetweets/positive
thanks!,airlinetweets/positive
he just went above and beyond to be helpful,airlinetweets/positive
I want to give a warm thanks to your crew at Logan airport for still getting me to the DC area after Cancelled Flightlations this morning!,airlinetweets/positive
thank you! Excited to be working with you guys!,airlinetweets/positive
I love you Southwest. I accept all your flight attendants and their many talents always! #flySWA,airlinetweets/positive
thank you for taking care of me with a drink since my in-flight entertainment wasn't working #goodcustomerservice,airlinetweets/positive
thanks for a speedy flight time recovery.,airlinetweets/positive
Only way to fly! #Elevate #Gold,airlinetweets/positive
I wanted to thank the great efforts of Jamie McKinnie in BUF she is a true pro! during major delays she was owning it! #raise,airlinetweets/positive
thanks so much. Can't wait to fly with you guys :),airlinetweets/positive
nothing but praise for you helping our lady make her flight to CHS tonight! #impressed,airlinetweets/positive
you got yourselves hot ladies flying the air for life #loyal,airlinetweets/positive
thanks for bringing my son home to me.,airlinetweets/positive
-- the best!!!,airlinetweets/positive
Kudos for adding #Passbook to your app! I LOVE IT!,airlinetweets/positive
First class service on US 769 PHL-MCO today from the flight attendant in F. I didn't catch her name but she was top notch!,airlinetweets/positive
Thanks for helping out! Class act,airlinetweets/positive
thank you,airlinetweets/positive
The pilots&amp; crew on flt 3999 and customer service professionals at baggage claim are OUTSTANDING!! Thank you!!,airlinetweets/positive
DeLacy P is a compassionate professional! Despite the flight challenges she made passengers feel like priorities!!🌟🌟,airlinetweets/positive
never lets me down!!!,airlinetweets/positive
thank you 😊 standing in line now!,airlinetweets/positive
thanks for getting me home from Denver tonight despite the snow!,airlinetweets/positive
Your airline sounds outstanding and your Twitter feed is clearly extremely useful. Keep up the great work 😊,airlinetweets/positive
Thank you for the follow,airlinetweets/positive
such a relaxing space for a drink before my flight! (at Global First Lounge) https://t.co/j4cj0lrF2d http://t.co/dTLGUQ1kAk,airlinetweets/positive
Southwest Airline is THE way to go!,airlinetweets/positive
Thank you for your help Adam and to the awesome gate agents at B12 in LAS for getting us home!,airlinetweets/positive
